"","file","cast","date","station_id","latitude","longitude","area","is_prince5","in_germanseal","in_scotsbay","depth","temperature","salinity"
"136","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,43,9.27330017089844,31.550199508667
"137","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,44,9.26104927062988,31.5495491027832
"138","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,45,9.25384998321533,31.5507507324219
"139","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,46,9.24695014953613,31.5521011352539
"140","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,47,9.23839950561523,31.5539512634277
"141","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,48,9.23615074157715,31.5539493560791
"142","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,49,9.23715019226074,31.5541000366211
"143","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,50,9.23884963989258,31.5544013977051
"144","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,51,9.23044967651367,31.5580997467041
"145","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,52,9.21335029602051,31.5619506835938
"146","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,53,9.18225002288818,31.5667991638184
"147","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,54,9.17300033569336,31.5672492980957
"148","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,55,9.15485000610352,31.5743999481201
"149","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,56,9.14680004119873,31.577299118042
"150","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,57,9.12789916992188,31.5877494812012
"151","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,58,9.09435081481934,31.601001739502
"152","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,59,9.06149959564209,31.592399597168
"153","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,60,9.00555038452148,31.6054000854492
"154","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,61,8.9778995513916,31.6196002960205
"155","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,62,8.92575073242188,31.6445503234863
