Plant,Date,Method ,Harvest_Site,Boat,bait,small,med,large
Sea Life,2018-07-30,1,Connor's Weir,Capelco,11.4,,,
Sea Life,2018-07-30,1,Connor's Weir,Capelco,11,,,
Sea Life,2018-07-30,1,Connor's Weir,Capelco,15.2,,,
Sea Life,2018-07-30,1,Connor's Weir,Capelco,11.8,,,
Sea Life,2018-07-30,1,Connor's Weir,Capelco,10,,,
Sea Life,2018-07-30,1,Connor's Weir,Capelco,12,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,15,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,16.8,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,12.8,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,13.2,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,13,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,15.8,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,17.4,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,12.8,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,15,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,9.8,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,9.2,,,
Sea Life,2018-07-31,1,Connor's Weir,Andrew and Dean,9.2,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,12.8,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,14.4,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,13,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,16.2,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,13.2,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,14,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,15.2,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,15.8,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,14,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,13.8,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,13.4,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,15.8,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,15,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,14.8,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,14.2,,,
Sea Life,2018-08-01,1,Connor's Weir,Capelco,12.4,,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,,14.2,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,,11.4,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,,12.2,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,,8.6,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,12.6,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,9,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,10.6,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,12.2,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,13,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,9.8,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,11.2,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,,11.6,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,8.2,,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,6.8,,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,11.2,,,
Sea Life,2018-08-02,1,Long Island Shore,Lady Melissa,6,,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,9,,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,11,,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,5.6,,,
Sea Life,2018-08-02,1,Long Island Shore,Sealife II,10.8,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,11,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,14,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,15.4,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,10,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,12,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,11.6,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,11.2,,,
Sea Life,2018-08-02,1,Connor's Weir,Andrew and Dean,13.8,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,,15.4,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,,5,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,,9.6,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,,12.4,,
Sea Life,2018-08-03,1,Long Island Shore,Sealife II,,16.8,,
Sea Life,2018-08-03,1,Long Island Shore,Sealife II,,8.6,,
Sea Life,2018-08-03,1,Long Island Shore,Sealife II,,,7.2,
Sea Life,2018-08-03,1,Long Island Shore,Sealife II,,7.4,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,7.4,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,9.4,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,8.2,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,9.4,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,10.2,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,9,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,8.8,,,
Sea Life,2018-08-03,1,Long Island Shore,Lady Janice,9,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,12.6,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,10,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,8.4,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,12,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,12.4,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,10.4,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,8.8,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,11.11,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,7,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,12.6,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,11,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,12,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,8.8,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,12.4,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,11.4,,,
Sea Life,2018-08-03,1,Connor's Weir,Capelco,12.6,,,
Sea Life,2018-08-04,1,Long Island Shore,Sealife II,8.8,,,
Sea Life,2018-08-04,1,Long Island Shore,Sealife II,5.8,,,
Sea Life,2018-08-04,1,Long Island Shore,Sealife II,8,,,
Sea Life,2018-08-04,1,Long Island Shore,Sealife II,6.6,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,12.2,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,10.6,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,9.8,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,13.4,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,15.6,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,15,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,15.4,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,14.8,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,13.4,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,12.2,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,13.4,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,17,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,14,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,12.8,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,12.8,,,
Sea Life,2018-08-04,1,Connor's Weir,Micheal & Eileen,16,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,14.8,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,11,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,7.4,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,11.8,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,10,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,10.2,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,11.8,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,10.8,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,16.8,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,13.2,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,15.2,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,14.6,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,12.6,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,13.4,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,7.6,,,
Sea Life,2018-08-06,1,Connor's Weir,Strathburne,11.2,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,11,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,14.4,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,15,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,14.8,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,15.4,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,10.8,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,15.2,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,10.2,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,11.2,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,10,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,15.6,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,11.4,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,11.6,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,9.8,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,16,,,
Sea Life,2018-08-07,1,Connor's Weir,Senator Neil,10.8,,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,4.6,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,7.8,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,7.2,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,6,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,8,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,7.6,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,7.8,,
Sea Life,2018-08-07,1,Scot's Bay,Lady Janice,,7.6,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,12.2,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,9.6,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,10,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,9.6,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,11,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,12.4,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,9.2,,
Sea Life,2018-08-07,1,Scot's Bay,Sealife II,,10.6,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,10.6,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12.8,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,14.2,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,10,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,13.6,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,15.2,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,11.8,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12.2,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12.8,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12.4,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12.8,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,12.6,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,11.8,,,
Sea Life,2018-08-08,1,Connor's Weir,Andrew and Dean,13.2,,,
Sea Life,2018-08-08,1,Scot's Bay,Lady Janice,13.6,,,
Sea Life,2018-08-08,1,Scot's Bay,Lady Janice,3.4,,,
Sea Life,2018-08-08,1,Scot's Bay,Lady Janice,,9.6,,
Sea Life,2018-08-08,1,Scot's Bay,Lady Janice,,2.6,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,10.2,,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,6.2,,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,4.2,,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,6,,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,8.2,,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,7.2,,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,5.8,,,
Sea Life,2018-08-09,1,Long Island Shore,Sealife II,8,,,
Sea Life,2018-08-09,1,Long Island Shore,Lady Janice,5.2,,,
Sea Life,2018-08-09,1,Long Island Shore,Lady Janice,6.4,,,
Sea Life,2018-08-09,1,Long Island Shore,Lady Janice,8,,,
Sea Life,2018-08-09,1,Long Island Shore,Lady Janice,6.8,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,13.4,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,12,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,11.6,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,11.6,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,15,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,10.6,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,14.2,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,11.4,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,10.4,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,11,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,10,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,11.4,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,10.8,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,10.4,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,10.2,,,
Sea Life,2018-08-10,1,Connor's Weir,Capelco,11.8,,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,9.8,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,10.4,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,10,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,9,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,9.8,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,13.6,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11.2,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,14.8,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,14.6,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,10.2,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11.2,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,13.4,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,9.6,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,9.2,,
Sea Life,2018-08-10,1,Seal Island ,Lady Melissa,,9.8,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,13.6,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11.2,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,14.8,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,14.6,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,10.2,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11.2,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,13.4,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,11,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,9.6,,
Sea Life,2018-08-10,1,Seal Island ,Sealife II,,9.2,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,7.8,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,13.4,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,11.4,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,9,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,8,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,13.2,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,11,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,8.4,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,7.8,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,10.8,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,6,,,
Sea Life,2018-08-11,1,Connor's Weir,Silver King,4,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,11.6,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,7.2,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,7.4,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,7,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,9.6,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,8.8,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,9.8,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,,10,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,9.8,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,8.6,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,9.4,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,8.4,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,10.2,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,7.8,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,8.8,,,
Sea Life,2018-08-14,1,Seal Island ,Lady Melissa,7.6,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,10.8,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,8.8,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,8.8,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,11.4,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,11,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,12.4,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,10.6,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,11.8,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,13.8,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,14.2,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,5.6,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,10.2,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,8,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,6.8,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,12.4,,,
Sea Life,2018-08-14,1,Connor's Weir,Andrew and Dean,9,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,7,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,9.2,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,7.6,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,8.4,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,6.8,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,5.6,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,10.4,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,13,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,11,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,9.8,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,14.6,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,9.4,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,10.6,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,10.4,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,12.2,,,
Sea Life,2018-08-15,1,Connor's Weir,Micheal & Eileen,12,,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,10.6,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,9.4,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,10.6,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,11.4,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,9.2,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,10,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,10.8,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,11.4,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,14,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,11.4,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,9.4,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,,,13,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,6.2,,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,8,,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,7.6,,,
Sea Life,2018-08-15,1,Seal Island ,Lady Janice,10.6,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,9.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,7.4,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,11,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,5.6,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,9.6,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,8,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,10.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,6.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,9.6,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,9.4,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,7.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,8.6,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,13,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,10.6,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,9.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,11.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,9.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,12.2,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,8.6,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,8,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,11.4,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,9.4,,,
Sea Life,2018-08-16,1,Connor's Weir,Capelco,8.8,,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,5.4,,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,8,,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,5.2,,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,7,,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,9.2,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,11.8,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,13.8,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,13.2,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,8.8,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,10.2,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,8,,
Sea Life,2018-08-17,1,Seal Island ,Lady Melissa,,9,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,12,,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,9,,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,8.6,,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,6.2,,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,12.6,,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,11.4,,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,8.4,,,
Sea Life,2018-08-17,1,Connor's Weir,Andrew and Dean,9,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,5.6,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,6,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,10.8,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,7.2,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,11.6,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,9.8,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,5,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,4.8,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,12.6,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,10.2,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,6.6,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,12.6,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,9.8,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,10.8,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,8.8,,,
Sea Life,2018-08-18,1,Connor's Weir,Capelco,11,,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,6.8,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,6,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,7.2,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,5.8,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,7.6,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,5.8,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,6.4,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,,,6.6,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,9,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,3.2,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,6.2,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,6.4,,
