station_name,Date,mean_temp,total_precip,total_snow,total_rain,spd_max_gust,min_temp,max_temp,heat_deg_days,cool_deg_days,twoweeks
YARMOUTH A,2015-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-23
YARMOUTH A,2015-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-24
YARMOUTH A,2015-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-25
YARMOUTH A,2015-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-26
YARMOUTH A,2015-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-27
YARMOUTH A,2015-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-28
YARMOUTH A,2015-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-29
YARMOUTH A,2015-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-30
YARMOUTH A,2015-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-31
YARMOUTH A,2015-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-01
YARMOUTH A,2015-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-02
YARMOUTH A,2015-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-03
YARMOUTH A,2015-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-04
YARMOUTH A,2015-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-05
YARMOUTH A,2015-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-06
YARMOUTH A,2015-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-07
YARMOUTH A,2015-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-08
YARMOUTH A,2015-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-09
YARMOUTH A,2015-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-10
YARMOUTH A,2015-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-11
YARMOUTH A,2015-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-12
YARMOUTH A,2015-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-13
YARMOUTH A,2015-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-14
YARMOUTH A,2015-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-15
YARMOUTH A,2015-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-16
YARMOUTH A,2015-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-17
YARMOUTH A,2015-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-18
YARMOUTH A,2015-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-19
YARMOUTH A,2015-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-20
YARMOUTH A,2015-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-21
YARMOUTH A,2015-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-22
YARMOUTH A,2015-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-23
YARMOUTH A,2015-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-24
YARMOUTH A,2015-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-25
YARMOUTH A,2015-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-26
YARMOUTH A,2015-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-27
YARMOUTH A,2015-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-28
YARMOUTH A,2015-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-01
YARMOUTH A,2015-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-02
YARMOUTH A,2015-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-03
YARMOUTH A,2015-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-04
YARMOUTH A,2015-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-05
YARMOUTH A,2015-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-06
YARMOUTH A,2015-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-07
YARMOUTH A,2015-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-08
YARMOUTH A,2015-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-09
YARMOUTH A,2015-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-10
YARMOUTH A,2015-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-11
YARMOUTH A,2015-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-12
YARMOUTH A,2015-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-13
YARMOUTH A,2015-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-14
YARMOUTH A,2015-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-15
YARMOUTH A,2015-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-16
YARMOUTH A,2015-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-17
YARMOUTH A,2015-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-18
YARMOUTH A,2015-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-19
YARMOUTH A,2015-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-20
YARMOUTH A,2015-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-21
YARMOUTH A,2015-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-22
YARMOUTH A,2015-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-23
YARMOUTH A,2015-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-24
YARMOUTH A,2015-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-25
YARMOUTH A,2015-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-26
YARMOUTH A,2015-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-27
YARMOUTH A,2015-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-28
YARMOUTH A,2015-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-29
YARMOUTH A,2015-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-30
YARMOUTH A,2015-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-31
YARMOUTH A,2015-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-01
YARMOUTH A,2015-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-02
YARMOUTH A,2015-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-03
YARMOUTH A,2015-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-04
YARMOUTH A,2015-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-05
YARMOUTH A,2015-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-06
YARMOUTH A,2015-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-07
YARMOUTH A,2015-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-08
YARMOUTH A,2015-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-09
YARMOUTH A,2015-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-10
YARMOUTH A,2015-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-11
YARMOUTH A,2015-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-12
YARMOUTH A,2015-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-13
YARMOUTH A,2015-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-14
YARMOUTH A,2015-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-15
YARMOUTH A,2015-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-16
YARMOUTH A,2015-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-17
YARMOUTH A,2015-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-18
YARMOUTH A,2015-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-19
YARMOUTH A,2015-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-20
YARMOUTH A,2015-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-21
YARMOUTH A,2015-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-22
YARMOUTH A,2015-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-23
YARMOUTH A,2015-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-24
YARMOUTH A,2015-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-25
YARMOUTH A,2015-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-26
YARMOUTH A,2015-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-27
YARMOUTH A,2015-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-28
YARMOUTH A,2015-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-29
YARMOUTH A,2015-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-30
YARMOUTH A,2015-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-01
YARMOUTH A,2015-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-02
YARMOUTH A,2015-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-03
YARMOUTH A,2015-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-04
YARMOUTH A,2015-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-05
YARMOUTH A,2015-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-06
YARMOUTH A,2015-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-07
YARMOUTH A,2015-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-08
YARMOUTH A,2015-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-09
YARMOUTH A,2015-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-10
YARMOUTH A,2015-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-11
YARMOUTH A,2015-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-12
YARMOUTH A,2015-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-13
YARMOUTH A,2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-14
YARMOUTH A,2015-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-15
YARMOUTH A,2015-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-16
YARMOUTH A,2015-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-17
YARMOUTH A,2015-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-18
YARMOUTH A,2015-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-19
YARMOUTH A,2015-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-20
YARMOUTH A,2015-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-21
YARMOUTH A,2015-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-22
YARMOUTH A,2015-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-23
YARMOUTH A,2015-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-24
YARMOUTH A,2015-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-25
YARMOUTH A,2015-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-26
YARMOUTH A,2015-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-27
YARMOUTH A,2015-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-28
YARMOUTH A,2015-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-29
YARMOUTH A,2015-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-30
YARMOUTH A,2015-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-31
YARMOUTH A,2015-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-01
YARMOUTH A,2015-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-02
YARMOUTH A,2015-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-03
YARMOUTH A,2015-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-04
YARMOUTH A,2015-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-05
YARMOUTH A,2015-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-06
YARMOUTH A,2015-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-07
YARMOUTH A,2015-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-08
YARMOUTH A,2015-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-09
YARMOUTH A,2015-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-10
YARMOUTH A,2015-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-11
YARMOUTH A,2015-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-12
YARMOUTH A,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-13
YARMOUTH A,2015-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-14
YARMOUTH A,2015-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-15
YARMOUTH A,2015-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-16
YARMOUTH A,2015-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-17
YARMOUTH A,2015-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-18
YARMOUTH A,2015-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-19
YARMOUTH A,2015-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-20
YARMOUTH A,2015-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-21
YARMOUTH A,2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-22
YARMOUTH A,2015-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-23
YARMOUTH A,2015-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24
YARMOUTH A,2015-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-25
YARMOUTH A,2015-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26
YARMOUTH A,2015-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-27
YARMOUTH A,2015-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
YARMOUTH A,2015-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-29
YARMOUTH A,2015-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-30
YARMOUTH A,2015-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-01
YARMOUTH A,2015-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-02
YARMOUTH A,2015-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-03
YARMOUTH A,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-04
YARMOUTH A,2015-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
YARMOUTH A,2015-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-06
YARMOUTH A,2015-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-07
YARMOUTH A,2015-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-08
YARMOUTH A,2015-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-09
YARMOUTH A,2015-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-10
YARMOUTH A,2015-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-11
YARMOUTH A,2015-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
YARMOUTH A,2015-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-13
YARMOUTH A,2015-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-14
YARMOUTH A,2015-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-15
YARMOUTH A,2015-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-16
YARMOUTH A,2015-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-17
YARMOUTH A,2015-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-18
YARMOUTH A,2015-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
YARMOUTH A,2015-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-20
YARMOUTH A,2015-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-21
YARMOUTH A,2015-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-22
YARMOUTH A,2015-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-23
YARMOUTH A,2015-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-24
YARMOUTH A,2015-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-25
YARMOUTH A,2015-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
YARMOUTH A,2015-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-27
YARMOUTH A,2015-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-28
YARMOUTH A,2015-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-29
YARMOUTH A,2015-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-30
YARMOUTH A,2015-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-31
YARMOUTH A,2015-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-01
YARMOUTH A,2015-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
YARMOUTH A,2015-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-03
YARMOUTH A,2015-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-04
YARMOUTH A,2015-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-05
YARMOUTH A,2015-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-06
YARMOUTH A,2015-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-07
YARMOUTH A,2015-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-08
YARMOUTH A,2015-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-09
YARMOUTH A,2015-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-10
YARMOUTH A,2015-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-11
YARMOUTH A,2015-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-12
YARMOUTH A,2015-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-13
YARMOUTH A,2015-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-14
YARMOUTH A,2015-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-15
YARMOUTH A,2015-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-16
YARMOUTH A,2015-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-17
YARMOUTH A,2015-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-18
YARMOUTH A,2015-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-19
YARMOUTH A,2015-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-20
YARMOUTH A,2015-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-21
YARMOUTH A,2015-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-22
YARMOUTH A,2015-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-23
YARMOUTH A,2015-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-24
YARMOUTH A,2015-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-25
YARMOUTH A,2015-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-26
YARMOUTH A,2015-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-27
YARMOUTH A,2015-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-28
YARMOUTH A,2015-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-29
YARMOUTH A,2015-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-30
YARMOUTH A,2015-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-31
YARMOUTH A,2015-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-01
YARMOUTH A,2015-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-02
YARMOUTH A,2015-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-03
YARMOUTH A,2015-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-04
YARMOUTH A,2015-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-05
YARMOUTH A,2015-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-06
YARMOUTH A,2015-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-07
YARMOUTH A,2015-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-08
YARMOUTH A,2015-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-09
YARMOUTH A,2015-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-10
YARMOUTH A,2015-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-11
YARMOUTH A,2015-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-12
YARMOUTH A,2015-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-13
YARMOUTH A,2015-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-14
YARMOUTH A,2015-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-15
YARMOUTH A,2015-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16
YARMOUTH A,2015-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-17
YARMOUTH A,2015-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-18
YARMOUTH A,2015-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-19
YARMOUTH A,2015-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-20
YARMOUTH A,2015-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-21
YARMOUTH A,2015-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-22
YARMOUTH A,2015-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-23
YARMOUTH A,2015-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-24
YARMOUTH A,2015-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-25
YARMOUTH A,2015-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-26
YARMOUTH A,2015-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-27
YARMOUTH A,2015-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-28
YARMOUTH A,2015-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-29
YARMOUTH A,2015-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-30
YARMOUTH A,2015-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-01
YARMOUTH A,2015-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02
YARMOUTH A,2015-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-03
YARMOUTH A,2015-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-04
YARMOUTH A,2015-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-05
YARMOUTH A,2015-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06
YARMOUTH A,2015-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-07
YARMOUTH A,2015-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-08
YARMOUTH A,2015-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-09
YARMOUTH A,2015-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-10
YARMOUTH A,2015-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-11
YARMOUTH A,2015-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-12
YARMOUTH A,2015-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-13
YARMOUTH A,2015-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-14
YARMOUTH A,2015-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-15
YARMOUTH A,2015-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-16
YARMOUTH A,2015-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-17
YARMOUTH A,2015-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-18
YARMOUTH A,2015-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-19
YARMOUTH A,2015-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-20
YARMOUTH A,2015-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-21
YARMOUTH A,2015-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-22
YARMOUTH A,2015-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-23
YARMOUTH A,2015-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-24
YARMOUTH A,2015-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-25
YARMOUTH A,2015-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-26
YARMOUTH A,2015-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-27
